,0,1,2,3,4,5,6,7,8
74,            Support Analyst,"SimpleLTC Systems, LLC",NULL,Sponsored,"
            3 years of customer service experience. We are seeking a talented individual with a passion for customer service, an eye for detail, and a strong desire to…",NULL,NULL,"Richardson, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2wfulQF9oZ-ZSJ-mo6VmM85E0P1m_2aUOMOc6iABymjQSg37JanQ7nyDt986Xh8U4gYG9XNMzdcN5UxFUXdmAX6scBrXPeZ83UmgONsj6a2FLwZYKeXRmtQBFgvn0hRjDh4DkA0Kl686S50fM47iukj9cca9qtuaoJtByYzvvyltPWtktz3f8VF7AjFiAFeRAWiRysgkvhv_WLQCHPYGwfdHzoLErgQW3iP8N8gEkAh44ozt3htj_9WE3QSN6StPCLY6n98NQN6_5O7JRH8iSIml4DeiEtU21UX8RZ0hLyAvxqadveD-yn6OONoD3-4g534N7U1UkHy4wQDnfpDtkU8juKDsF2w_VbhiIRBUC5smBcRM8j5oBb4Jl5Ts8pj-B5r3UKVD1oaSOkFn4Tx7bmiOCS-sMr7mQCUSeCKcYtJlxLxYitAAs&p=11&fvj=1&vjs=3
75,            ERP Database Analyst,AIT,3.6 out of 5 star rating,Sponsored,"
            Backup and restore data to prevent data loss. Minimum 5 years as DBA, 5 of which relate to supporting ERP (IFS) systems. Protect data from unauthorized access.",31 reviews,https://www.indeed.com//cmp/Ait/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Database+Analyst&amp;fromjk=473b40d78e043701&amp;jcid=b1188e4b735bb3d5,"Plano, TX 75074",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6fjK5d1wRNgGiOJZJqfGlQ3GriBivcAV2kCqWrkkso4uBn9PhIg1RufQDAaDJhoC1Zy2mQWu2ERLCBev_zvZZt16BxhOwYuRhUEfwo1_vmb5m4hamE8z-0Gr4WFmWFlOw-HFdV3W7PlJQB3Q-94Va4ZqNngH5ubsRZe8c8djCc-Q79SRqqmtNsBikhgKKTvNQoTStYondtNpeuGd_OQmL3xN1z8EMh3iahvJ_bxo0DfLylJzdWL8udGwFhyfj0URarSLOCCg7HJqDVzIkM5pOz8pYvQYvaTGylqvnKYD_AIHbp9ZYCR3T8_XUv8L4SigWFejz1Uh00bkCzN3tXLCl18-XAb7UOrKrqny09bmFvGA5GqmQheNNXYMtfuKpHf8najX15npYDFrdapkHHP2_e6D3aGYx0PoPMMk99KcxxT4lFz3FEHN-elF4Zotg7mU=&p=12&fvj=1&vjs=3
76,            ERP Analyst,Allied Stone Inc.,3.1 out of 5 star rating,Sponsored,"
            Experience in provide information and data to management on an ad-hoc basis. Must be detail oriented with strong execution skills.",21 reviews,"https://www.indeed.com//cmp/Allied-Stone,-Inc./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Analyst&amp;fromjk=9ddbff5ea86db80c&amp;jcid=ab9ef1f11166cf2c","Dallas, TX 75229 (Preston Hollow area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbrXMPuVCiZRTtnWsYrF1LdlKHCZmSMTBTTD08b_OqD6nrSx0VRSVVp3_2YHV_e6t3czJUItEgJt9P5Rs964vuwvK78DZfVdm6Bz8IlFqUBoe_Ty1d7NfBUjzemLhMDyjKajcfUJl079n4qPrgAr_4fi87jEfxgFhWg9NzjjuFOisv-8yJoTYc2PsTPK5mGER0_4kUKHUvZxYru5gjbp0Dbpv_plLH9J3yHOEXITPsh6cXid1uGP_rVZwesFyZfJKse5Aik0DH11A_CANvpcP1HlDTL8dF-iIzL45B7xNk3aVrmtaAzPlxijAWP1tZaeO1ZYTofE48AG8GRE_8ZQd-LVRgK44pIKn2QrxAq1WIANi5MxZAag9LqtXhS2Ix6T7x6WeDnJp4JtyA1wlstRoezJScWmZ6e8MfMpMmVYtj_sNjmPhB_xR0&p=13&fvj=1&vjs=3
77,Data Visualization Analyst,MV Transportation,3.1 out of 5 star rating,Sponsored,"
            MV is looking for a Data Visualization Analyst to join our Data Science team. The ideal candidate will have demonstrated success as a Visualization Analyst and…","1,353 reviews",https://www.indeed.com//cmp/Mv-Transportation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Visualization+Analyst&amp;fromjk=8eca2024a7678b52&amp;jcid=664e666343e1f3d9,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdVgMPPqVTZ3Zw7YleYjiHVuuqNtn4z__DRsBmcGhhf4Bl4Fr7VSVqmycQ5cv9mOACatk_MAPO_iWPp3AXN6aXvDFfwy8za48FZbjrKSV1o61LHDKMF1hwgkey2zniZ4oIlcvUF3AYg4yu7IVOjLdTHb-WhAehyyUP2VlcRUS4MmfT4yr-b9h51MeToYKaQIZPyRR1SvXKxTj7HmgyMFGhiXxsZPULs1yX2bNbLBmvQdHpJH-0wWgVRU8Is0HcynHPvfEJMLZ-BB4HiIp0fWt6LvhjP-g3dNP0k8fzI9YMaDDtt8gD4jhDYOuQbLQV1zMgfxRbDEi0RyRozYlV991HLbhYwJXeNhMrJMBTO_SGGJn5-xTBLWZMoB2Sm8C5Up6F3hrF3uhmFsggRbEGckM1cLOo2HgKT4IRzvHvombGKuDVh99MO_Wc7opXY2PAtdk=&p=14&fvj=1&vjs=3
78,            Credit Analyst,Confidential Financial Services,NULL,Sponsored,"
            Pride in the work you submit, follow-through and attention to detail. Perform analysis surrounding financial reports, engineering data and legal documents in…",NULL,NULL,"Plano, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ANpXsWCUlpGeivrKCUsTM3nXlFrJzqpVHpLiGvEMWNKEbvAV-1zSul__eeTwHQaRbCNtEBPMSs9vqaXowcvhWwWsI85L_EJ4khNpt555tU_36CIassM9czJDrHxQwq2u16ElUhP-TDoJSU8-0zKkKSL8lTFAQtiJet9JkIVBm2bjt7CpunmWvCVXQ5BbNLI75O_rca7BAvloDrZvjKm0J3kb-shTs1_LCrV2ZVJgmbJXRIefxzZz2EYr0PShcx1KsEVLQaAv6J2r4r1n8Q4omIqdTJh0flpQq4Vlc-xWF00F2XLS8a_2h-GtQPj2VxHlybaONxYIPK3ufUOMDQQhWUPlJgafLNiRhJ_3cvcOmqJkqgfbpZVGuG8ZPDDsmgZAIf3g9FVHqOtW-aDt6ZmE0Qa8WWrsB_3RxYYvJ6rJAO38z9K42tHjXh&p=15&fvj=1&vjs=3
79,Data Analyst,Flagship Credit Acceptance,3.2 out of 5 star rating,save job - more...,"
            Helping to lead the development of our analyst data warehouse. Combining data from multiple data sources to generate portfolio insights.",108 reviews,https://www.indeed.com//cmp/Flagship-Credit-Acceptance/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=8d3c637f1f90028e&amp;jcid=9408d8cc23879eea,NULL,https://www.indeed.com/rc/clk?jk=8d3c637f1f90028e&fccid=9408d8cc23879eea&vjs=3
80,Data Scientist,CTG,3.6 out of 5 star rating,15 hours ago,"
            We are seeking a talented Data Scientist I to develop and execute data driven research supporting data science initiatives. Pay rate is $50 per hour.",142 reviews,https://www.indeed.com//cmp/Ctg-(computer-Task-Group)/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Scientist&amp;fromjk=aaf46817f2acc55e&amp;jcid=0b1acbfb7453e070,NULL,https://www.indeed.com/company/CTG-(Computer-Task-Group)/jobs/Data-Scientist-aaf46817f2acc55e?fccid=d090bfa1ff962ef8&vjs=3
81,            Enterprise Data Analyst,Toyota,4.0 out of 5 star rating,save job - more...,"
            Hands-on documented experience with Data Processing, Data Modeling, and Data Cataloging Expertise: MongoDB, Enterprise Data Catalog, Data Semantic Analyzer).","6,955 reviews",https://www.indeed.com//cmp/Toyota/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Enterprise+Data+Analyst&amp;fromjk=8db864c795252fe3&amp;jcid=90f0cbc4a30f8dba,NULL,https://www.indeed.com/rc/clk?jk=8db864c795252fe3&fccid=90f0cbc4a30f8dba&vjs=3
82,Data Analyst,Confie Insurance Group,NULL,save job - more...,"
            The Data Analyst will support the Bluefire Product Management team with the numerous and varied data requests it receives from other areas of the company.",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=982ee12d458f9957&fccid=dd616958bd9ddc12&vjs=3
83,Data Analyst,Match,3.8 out of 5 star rating,save job - more...,"
            We are looking for a Data Analyst to join our Product Analytics team! Our team's mission is to use data to deliver long-term strategic insights.",216 reviews,https://www.indeed.com//cmp/Match/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst&amp;fromjk=5f9ceccd398b91c2&amp;jcid=982a3d755dfb00d5,NULL,https://www.indeed.com/rc/clk?jk=5f9ceccd398b91c2&fccid=982a3d755dfb00d5&vjs=3
84,"            Intelligence Analyst, Global Brand Security",Hewlett Packard Enterprise,3.7 out of 5 star rating,18 hours ago,"
            Warranty systems, multiple data sources, shipment ordering systems and detailed internal processes. Collect, analyze, interpret, and integrate complex data from…","4,158 reviews",https://www.indeed.com//cmp/Hewlett-Packard-Enterprise/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Intelligence+Analyst%2C+Global+Brand+Security&amp;fromjk=1d3a5da677f3dd83&amp;jcid=c95831c31635f73c,NULL,https://www.indeed.com/rc/clk?jk=1d3a5da677f3dd83&fccid=216eb700022de6f6&vjs=3
85,Data Scientist,Employment Placement Agency,NULL,save job - more...,"
            Experience with CUDA/TensorRT and modern data compression. Learn from peers in data science and engineering community.",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=78ebcca94717fb66&fccid=1e43e3067d7a6331&vjs=3
86,            EBI Data Analyst II,Baylor Scott & White Health,3.9 out of 5 star rating,save job - more...,"
            The ideal EBI Data Analyst II holds a Bachelors Degree combined with a minimum of 3 years of experience in Data Warehousing, ODS, or other reporting environment…","2,917 reviews",https://www.indeed.com//cmp/Baylor-Scott-&amp;-White-Health/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=EBI+Data+Analyst+II&amp;fromjk=45ebdaeea544e1d4&amp;jcid=a60ce642e99a527b,NULL,https://www.indeed.com/rc/clk?jk=45ebdaeea544e1d4&fccid=9f3a9e3753ee0b45&vjs=3
87,            Senior Data Analyst,ConnectedX Inc.,NULL,6 days ago,"
            Strong technical experience with data modeling, databases, data mining and querying techniques. Minimum 3 years of professional experience in data analysis and…",NULL,NULL,NULL,"https://www.indeed.com/company/Connectedx,-Inc./jobs/Senior-Data-Analyst-ff6a9e126a624f61?fccid=fb09abdbf5409ed3&vjs=3"
88,            DEA Financial and Medical Intelligence Analyst (Dallas),"Solutions Through Innovative Technologies, Inc.",3.6 out of 5 star rating,save job - more...,"
            DEA Financial and Medical Intelligence Analyst. Perform data entry from hard copy and soft copy documents into a large-scale data processing system via a…",15 reviews,"https://www.indeed.com//cmp/Solutions-Through-Innovative-Technologies,-Inc/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=DEA+Financial+and+Medical+Intelligence+Analyst+%28Dallas%29&amp;fromjk=70003869438439eb&amp;jcid=f2d54cee1779a859",NULL,https://www.indeed.com/rc/clk?jk=70003869438439eb&fccid=512434d41cf81062&vjs=3
89,            Compliance Analyst - Mortgage,Recovco Mortgage Management,3.0 out of 5 star rating,Sponsored,"
            Entering data into the system. Compliance Analysts with post-closing TRID and NPL compliance experience. Recovco Mortgage Management, LLC established as an…",26 reviews,https://www.indeed.com//cmp/Recovco-Mortgage-Management/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Compliance+Analyst+-+Mortgage&amp;fromjk=9c85b36a3e72f27d&amp;jcid=ad07577192f2a13a,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsP0bh-gP0Ksp9L4YI_2D7FE7E8Ko-sMqCKBfsZr-hldP1cnN3LXm69Vns2LcRfH1RMGTZn4JhwxyYV-qOpFPeO2Er2T_j7rJAKniIY2vQbu6ArmWZyC0uWr1oDjfB86IZGwcIGoUYnl0Agmkn2fg9C4ESmqiMy7bB0N-vpdpL6cq_uHyppqFNscDvDZCqmI3kqE3KeleDvKxcCIpxy94tY21iPkSTmuz-kCIhLftW89MXp3Wgw3k5_JHE9WtBQtHuene5RF65gROKYS9I_b9O6QiXh6Max2JXVBVCS-5HNgr1UoNurRHSztfQV_4av1y5vgeUo6Z2FSFaKo0wVCDS63aNQiJyuckIxsZAkY2-n1fe8l1QvLSWpY7MGmWXOF1VDc2MYH_S7-naVRWeTn5Zy6VkSI7Jl_OlS1le2D65tSGKoy8fj3vQ2xsvQHKfcJk=&p=10&fvj=1&vjs=3
90,            Support Analyst,"SimpleLTC Systems, LLC",NULL,Sponsored,"
            3 years of customer service experience. We are seeking a talented individual with a passion for customer service, an eye for detail, and a strong desire to…",NULL,NULL,"Richardson, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2wfulQF9oZ-ZSJ-mo6VmM85E0P1m_2aUOMOc6iABymjQSg37JanQ7nyDt986Xh8U4gYG9XNMzdcN5UxFUXdmAX6scBrXPeZ83UmgONsj6a2FLwZYKeXRmtQBFgvn0hRjDh4DkA0Kl686S50fM47iuIBqx0Mfs4UD24YvPnyouQRCKiwNYGO8tl2lJUMSqfFQmVlZUOFc9ecgHAxUQqATJxENtemQkW7M64oQYNVKu9zA35hKtc2BzyUVWRfPOIX77eatRHGPUsssVw1tUakMd4_Zsw1mLSwYokPkDJcodWNVNNwX-uiENpNRGK33ELqYeZO9MTfPC6Ace9rpBDKvZLlCKIoda5dzC8iyXqR9r3JLYzRnrcb-TWUNtnl82a5HwZO05cmOzFwWvxsi8TeIWZbZ26yjVq0JOHjdJPXAx7lXxfyxOBnst&p=11&fvj=1&vjs=3
91,            ERP Database Analyst,AIT,3.6 out of 5 star rating,Sponsored,"
            Backup and restore data to prevent data loss. Minimum 5 years as DBA, 5 of which relate to supporting ERP (IFS) systems. Protect data from unauthorized access.",31 reviews,https://www.indeed.com//cmp/Ait/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Database+Analyst&amp;fromjk=473b40d78e043701&amp;jcid=b1188e4b735bb3d5,"Plano, TX 75074",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B6fjK5d1wRNgGiOJZJqfGlQ3GriBivcAV2kCqWrkkso4uBn9PhIg1RufQDAaDJhoC1Zy2mQWu2ERLCBev_zvZZt16BxhOwYuRhUEfwo1_vmb5m4hamE8z-0Gr4WFmWFlOw-HFdV3W7PlJQB3Q-94VamT0NFT1pD8wx-W6fPbZP2jcZdhAEJksEz9Lu1xCL9S9BV_1u-NRTgwE209RHwTdK8VuHQUudGmPtS36nUNetfCqaXiRaO1BRRxgzdDbIQZdoxNBbOs-Rair_aqUWP-ZPKp9LxBQedqbIBW22Ctx01qMFJNZ3h2NJtt9IrJtpGD0xMH7puSpwvRGTHAT6N9tSmzR9mpTGeycn8nk1_WWjE_4Ni4Dvss4Y4_kRjjis96ifS9E6PEn7rq-fXUeEH9m6XG88Ja6w-OBxzKKEZ5HxG9iGO63f5c-SVovgZy7-LUU=&p=12&fvj=1&vjs=3
92,            ERP Analyst,Allied Stone Inc.,3.1 out of 5 star rating,Sponsored,"
            Experience in provide information and data to management on an ad-hoc basis. Must be detail oriented with strong execution skills.",21 reviews,"https://www.indeed.com//cmp/Allied-Stone,-Inc./reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=ERP+Analyst&amp;fromjk=9ddbff5ea86db80c&amp;jcid=ab9ef1f11166cf2c","Dallas, TX 75229 (Preston Hollow area)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbrXMPuVCiZRTtnWsYrF1LdlKHCZmSMTBTTD08b_OqD6nrSx0VRSVVp3_2YHV_e6t3czJUItEgJt9P5Rs964vuwvK78DZfVdm6Bz8IlFqUBoe_Ty1d7NfBUjzemLhMDyjKajcfUJl079n4qPrgAr_4wVbH5WgDrs-c4_u9x2FyHCAnyl1n19BfimJVssp-kaaptfVy5koijDuLeeswO28u2L_CV34ZuZqLpUnipfLiajfzq8SGBjWhVVC4rQU0wWQV_-SaB_WqTNGR-mHYvMoGXdFgHJvd68zjVvCZPo8xnSKnta7eXEZJjr071eCi4irtTt3PliFEeyUDY3KrbcYTyP41WzlYWdOZGDMSqnuLaHmAYrIl7IlIQnx8l9pcQSbLZLDLjlN2Q11lxggm6azBqHQzH6_Fh1zs9wieyCBSmjZjqR70qJ8_&p=13&fvj=1&vjs=3
93,Data Visualization Analyst,MV Transportation,3.1 out of 5 star rating,Sponsored,"
            MV is looking for a Data Visualization Analyst to join our Data Science team. The ideal candidate will have demonstrated success as a Visualization Analyst and…","1,353 reviews",https://www.indeed.com//cmp/Mv-Transportation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Visualization+Analyst&amp;fromjk=8eca2024a7678b52&amp;jcid=664e666343e1f3d9,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DdVgMPPqVTZ3Zw7YleYjiHVuuqNtn4z__DRsBmcGhhf4Bl4Fr7VSVqmycQ5cv9mOACatk_MAPO_iWPp3AXN6aXvDFfwy8za48FZbjrKSV1o61LHDKMF1hwgkey2zniZ4oIlcvUF3AYg4yu7IVOjLdTWpjYQ8I_eHe2pK1fGeDhc7Qhr78PhRQPLX32LElzbfji75DlCUoI9c79wG7yOsvU3_leCLXF4nZ4742jAtJLpArvILLqG9neU8Je_pElURwfRuiC-XJJWho9FZffDjGBnTm94crD542Ms3zm9H0KeOBQxDZVFdGYJwOL-gw0F0ev5jCxbSoIS7MQ3pi1w7DTm_werJ6fl0WaDGa3QqZkwE9o6QcvO9l3ZQMEWv49WwrKiVOwdlxw7yIghQvmx5kg7j6Fj1tfh5yQ2YR3c8qHN8Xt4nw3FdLxjTO-EuhguH8=&p=14&fvj=1&vjs=3
94,            Credit Analyst,Confidential Financial Services,NULL,Sponsored,"
            Pride in the work you submit, follow-through and attention to detail. Perform analysis surrounding financial reports, engineering data and legal documents in…",NULL,NULL,"Plano, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ANpXsWCUlpGeivrKCUsTM3nXlFrJzqpVHpLiGvEMWNKEbvAV-1zSul__eeTwHQaRbCNtEBPMSs9vqaXowcvhWwWsI85L_EJ4khNpt555tU_36CIassM9czJDrHxQwq2u16ElUhP-TDoJSU8-0zKkKSEdRbOU2WuvfQBnU6uR9uXJUOU1G9aFFVdtgJioFQKBqv0ux1u-pIZy1Fajk3cM0dMpMFKSOhIrOYDjQCtE4fJ1kr4fqjsXS5hwtcHgLETVodLGcHIHyW-zMb5hc82XF97nGJlglTitvdfB4TB_cIXRZt_5SquKtYs08B75X_y-MjNfic9u1w0rKypBr98FIaBLC_fEfhOW1lO3kOxM8sLQ4Kux-DhwN-vlAEIXKWKSFAYP5QMl06sgwmFRaseeKG9mtzQc5Yxz0awQB1qS51PkKqATO2mFaX&p=15&fvj=1&vjs=3
95,            Junior Project Analyst,Copart,2.9 out of 5 star rating,save job - more...,"
            Interpret data, analyze results using statistical techniques and provide ongoing reports. Must have experience in a fast-paced, dynamic environment and…",697 reviews,"https://www.indeed.com//cmp/Copart,-Inc/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Junior+Project+Analyst&amp;fromjk=cf2196aae3893d5a&amp;jcid=e14062484614af55",NULL,https://www.indeed.com/rc/clk?jk=cf2196aae3893d5a&fccid=12f1fd5dba253774&vjs=3
96,            GIS ANALYST ELECTIONS,"Dallas County, TX",3.8 out of 5 star rating,save job - more...,"
            Analyzes various sources and data content for the periodic update of base data. Assists in the management and administration of the GIS data warehouse which…",406 reviews,https://www.indeed.com//cmp/City-of-Dallas/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=GIS+ANALYST+ELECTIONS&amp;fromjk=3d8c3ac413363f84&amp;jcid=e72d87c953dfa577,NULL,https://www.indeed.com/rc/clk?jk=3d8c3ac413363f84&fccid=63dc47ddbc3a4e7d&vjs=3
97,            Application Support Analyst,Kairos Technologies,4.8 out of 5 star rating,save job - more...,"
            Facilitate/coordinate customer meetings to collect data for incident resolution. Customer Support/ Production Support Consultant.",4 reviews,https://www.indeed.com//cmp/Kairos-Technologies/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Application+Support+Analyst&amp;fromjk=e92687032fb5b316&amp;jcid=609eeb6b6a1a2e5b,NULL,https://www.indeed.com/company/Kairos-Technologies/jobs/Application-Support-Analyst-e92687032fb5b316?fccid=609eeb6b6a1a2e5b&vjs=3
98,Data Analyst - Loan Boarding,RoundPoint Mortgage Servicing Corporation,4.0 out of 5 star rating,save job - more...,"
            Develop data validation rules to ensure quality data. The Data Analyst – Loan Boarding will be responsible for day-to-day production, maintenance, and…",137 reviews,https://www.indeed.com//cmp/Roundpoint-Mortgage-Servicing-Corporation/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Data+Analyst+-+Loan+Boarding&amp;fromjk=5b699ad426b7d6e6&amp;jcid=e218728661396a2d,NULL,https://www.indeed.com/rc/clk?jk=5b699ad426b7d6e6&fccid=e218728661396a2d&vjs=3
99,            Sales Analyst / $70K Total W2,Hunter & Michaels,NULL,save job - more...,"
            This role will support the Target, Kroger & Walgreens accounts. The next promotion will be into a Key Account Sales role.",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=0596d4295ccd135d&fccid=da32bfaa5a2dcc11&vjs=3
100,            Automated Artificial Intelligence (Big Data Analyst),NTT DATA Services,3.5 out of 5 star rating,save job - more...,"
            Minimum 5 years as any 3 of these IT Architecture domains of Enterprise, Application, Data, Business, SOA, Integration, Platform, Infrastructure Architect.","1,996 reviews",https://www.indeed.com//cmp/Ntt-Data-Services/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Automated+Artificial+Intelligence+%28Big+Data+Analyst%29&amp;fromjk=82f1a2afba1d65c4&amp;jcid=800c6ef45705c009,NULL,https://www.indeed.com/company/NTT-DATA-Services/jobs/Automated-Artificial-Intelligence-82f1a2afba1d65c4?fccid=ac38a400acc8fe73&vjs=3
101,            Operations Research Analyst,Norman International Dallas LLC,NULL,save job - more...,"
            Define data requirements, evaluate data quality and compile data from internal and external data sources by Access, Excel and Tableau.",NULL,NULL,NULL,https://www.indeed.com/company/Norman-International-Dallas-LLC/jobs/Operation-Research-Analyst-e6e1e3d96bcfe6de?fccid=fbe0a666d80c3636&vjs=3
102,"            Business & Data Analyst, Operational Transformation",Nissan,3.9 out of 5 star rating,save job - more...,"
            We’re currently looking for a Business & Data Analyst, Operational Transformation to join our team at Nissan Motor Acceptance Corporation in Irving, Texas.","4,541 reviews",https://www.indeed.com//cmp/Nissan/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Business+%26+Data+Analyst%2C+Operational+Transformation&amp;fromjk=72d3a5edbddfa7b7&amp;jcid=154ba50a8fca4d5c,NULL,https://www.indeed.com/rc/clk?jk=72d3a5edbddfa7b7&fccid=154ba50a8fca4d5c&vjs=3
103,            Technology Development Program Internship,AT&T,3.8 out of 5 star rating,save job - more...,"
            As a data analyst you will be expected to use your talents and knowledge in artificial intelligence, machine learning and automation for breaking down business…","37,741 reviews",https://www.indeed.com//cmp/AT&amp;T/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Technology+Development+Program+Internship&amp;fromjk=5016293ee9c8ce15&amp;jcid=25b5166547bbf543,NULL,https://www.indeed.com/rc/clk?jk=5016293ee9c8ce15&fccid=25b5166547bbf543&vjs=3
104,            Sales Analyst,MBR Partners,NULL,5 days ago,"
            Assist in data quality initiatives as required specifically in SAP and SFDC. 2-5 years relevant work experience, technology industry background is an asset in a…",NULL,NULL,NULL,https://www.indeed.com/rc/clk?jk=bff232043d1d8839&fccid=c29cde9509ea6817&vjs=3
105,            Compliance Analyst - Mortgage,Recovco Mortgage Management,3.0 out of 5 star rating,Sponsored,"
            Entering data into the system. Compliance Analysts with post-closing TRID and NPL compliance experience. Recovco Mortgage Management, LLC established as an…",26 reviews,https://www.indeed.com//cmp/Recovco-Mortgage-Management/reviews?campaignid=cmplinktst2&amp;from=SERP&amp;jt=Compliance+Analyst+-+Mortgage&amp;fromjk=9c85b36a3e72f27d&amp;jcid=ad07577192f2a13a,"Dallas, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsP0bh-gP0Ksp9L4YI_2D7FE7E8Ko-sMqCKBfsZr-hldP1cnN3LXm69Vns2LcRfH1RMGTZn4JhwxyYV-qOpFPeO2Er2T_j7rJAKniIY2vQbu6ArmWZyC0uWr1oDjfB86IZGwcIGoUYnl0Agmkn2fg9rcr0XfO3m581ok_x6zpiey1BnP042TcPWQt9Ygnk9o2DIGl77Cm8dvEj9qQA5zOe-YeKOdoJJCeSXY_50i26__AXXccGSm4j6WzoCYDmE4Fp8xrt6z4fYZaCXq0NFZB7bGBbCttujsh83N8Z2LRLC1c-i0AYS-OVKAE96sYgZqPjkeWKq0DuZqwS8Ivc4mAmvV5dW-lRwn1dt6it0kf3z1hkAA-BkK1wAX0ly4_4piQ2OQqNPOMLJAuqPp17HYK2DnRYGWz6naBtgGR32cAW8kQzoLUHhs9nPvu4XTIgcCs=&p=10&fvj=1&vjs=3
106,            Support Analyst,"SimpleLTC Systems, LLC",NULL,Sponsored,"
            3 years of customer service experience. We are seeking a talented individual with a passion for customer service, an eye for detail, and a strong desire to…",NULL,NULL,"Richardson, TX",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2wfulQF9oZ-ZSJ-mo6VmM85E0P1m_2aUOMOc6iABymjQSg37JanQ7nyDt986Xh8U4gYG9XNMzdcN5UxFUXdmAX6scBrXPeZ83UmgONsj6a2FLwZYKeXRmtQBFgvn0hRjDh4DkA0Kl686S50fM47iuzQ25Bp2ocqKmt7HfUpwfwC-Lf5GmE3N26SDjxOGCpOz9_E674O14Lj9rPYOYj6LjKlhJfu_rR4gIgmT1nWOerz6DNLwKYcBlMZDEeT2OSjg3uCcCvl_Dv4OwezJmakeUtcTyW-XAEBAFzADhR18jEdqzVCHmRaeI-JXMej6wCVhhwpeE_W-gTW-va2WPO4I0akipJYK1wqK4E-ZGSxJFSmqsZib9RF1dBvOHG-UNjot4DE8GKHUA41LQcVW6FpQqi8hThu34Yp6aKcrUDgPBLTlzamzW0Sto&p=11&fvj=1&vjs=3
